id,premise,conclusion,label,prover9
254,"American(maggieFriedman) ∧ Screenwriter(maggieFriedman) ∧ Producer(maggieFriedman)
ShowRunnerOf(maggieFriedman, witchesOfEastEnd) ∧ ExecutiveProducerOf(maggieFriedman, witchesOfEastEnd) ∧ LifetimeTelevisionSeries(maggieFriedman)
FantasyDrama(witchesOfEastEnd) ∧ Series(witchesOfEastEnd)
Produces(maggieFriedman, eastwick) ∧ Develops(maggieFriedman, eastwick)
Series(eastwick) ∧ AiredOn(eastwick, aBC)","Develops(maggieFriedman, witchesOfEastEnd)",Uncertain,False
256,"Greek(evangelosEleftheriou) ∧ ElectricalEngineer(evangelosEleftheriou)
WorkForIn(evangelosEleftheriou, iBM, zurich)
∀x ∀x ∀z (Company(x) ∧ WorkForIn(y, x, z) → HaveOfficeIn(x, z))
Company(ibm)","∀x (Greek(x) → ¬WorkFor(x, ibm))",False,False
260,"∀x (Chef(x) → Can(x, cook))
∃x (¬Chef(x) ∧ Can(x, cook))
∀x (Can(x, cook) → (CanMake(x, scrambledEggs) ∧ CanMake(x, pasta)))
∀x (CanMake(x, cookies) ∧ CanMake(x, muffins) → Baker(x))
∀x ((Baker(x) ∧ CanMake(x, scrambledEggs)) → CanMake(x, goodBreakfast))
CanMake(luke, cookies) ∧ (CanMake(luke, scrambledEggs) ∧ CanMake(luke, muffins) ∧ ¬CanMake(luke, pasta)","CanMake(luke, goodBreakfast)",True,True
261,"∀x (Chef(x) → Can(x, cook))
∃x (¬Chef(x) ∧ Can(x, cook))
∀x (Can(x, cook) → (CanMake(x, scrambledEggs) ∧ CanMake(x, pasta)))
∀x (CanMake(x, cookies) ∧ CanMake(x, muffins) → Baker(x))
∀x ((Baker(x) ∧ CanMake(x, scrambledEggs)) → CanMake(x, goodBreakfast))
CanMake(luke, cookies) ∧ (CanMake(luke, scrambledEggs) ∧ CanMake(luke, muffins) ∧ ¬CanMake(luke, pasta)",Chef(luke),False,False
262,"∃x ∃y (Develop(eTS, x) ∧ Develop(eTS, y) ∧ StandardizedTest(x) ∧ StandardizedTest(y) ∧ In(x, unitedState) ∧ In(y, unitedState) ∧ For(x, k12AndHigherEducation) ∧ For(y, k12AndHigherEducation))
∃x (Administer(eTS, x) ∧ InternationalTest(x) ∧ (TOEFL(x) ∨ TOEIC(x) ∨ GRE(x) ∨ SubjectTest(x)))
∃x (Develop(eTS, x) ∧ AssociatedWith(x, entryToUSEducationInstitution))
∃x (Develop(eTS, x) ∧ StateWideAssesment(x) ∧ UsedFor(x, accountabilityTesting))","∃x ∃y (Develop(eTS, x) ∧ StateWideAssesment(x) ∧ Develop(eTS, y) ∧ AssociatedWith(y, entryToUSEducationInstitution))",True,True
263,"∃x ∃y (Develop(eTS, x) ∧ Develop(eTS, y) ∧ StandardizedTest(x) ∧ StandardizedTest(y) ∧ In(x, unitedState) ∧ In(y, unitedState) ∧ For(x, k12AndHigherEducation) ∧ For(y, k12AndHigherEducation))
∃x (Administer(eTS, x) ∧ InternationalTest(x) ∧ (TOEFL(x) ∨ TOEIC(x) ∨ GRE(x) ∨ SubjectTest(x)))
∃x (Develop(eTS, x) ∧ AssociatedWith(x, entryToUSEducationInstitution))
∃x (Develop(eTS, x) ∧ StateWideAssesment(x) ∧ UsedFor(x, accountabilityTesting))","∀x (Administer(eTS, x) → ¬InternationalTest(x))",False,False
264,"∃x ∃y (Develop(eTS, x) ∧ Develop(eTS, y) ∧ StandardizedTest(x) ∧ StandardizedTest(y) ∧ In(x, unitedState) ∧ In(y, unitedState) ∧ For(x, k12AndHigherEducation) ∧ For(y, k12AndHigherEducation))
∃x (Administer(eTS, x) ∧ InternationalTest(x) ∧ (TOEFL(x) ∨ TOEIC(x) ∨ GRE(x) ∨ SubjectTest(x)))
∃x (Develop(eTS, x) ∧ AssociatedWith(x, entryToUSEducationInstitution))
∃x (Develop(eTS, x) ∧ StateWideAssesment(x) ∧ UsedFor(x, accountabilityTesting))","∃x (Administer(eTS, x) ∧ InChina(x) ∧ (TOEFL(x) ∨ TOEIC(x) ∨ GRE(x) ∨ SubjectTest(x)))",Uncertain,False
265,"∀x (Hodophiles(x) ∧ EnjoyEating(x, gelato) → Enjoy(x, vacationToItaly))
∀x (Hodophiles(x) ∧ ¬(∃y (Resist(x, y) ∧ Hallmark(y) ∧ Delectabl(y) ∧ Dessert(y) ∧ FamousIn(y, italy))))
∀x (Hodophiles(x) → (EnjoyEating(x, gelato) ∨ LoveToTravelOften(x))
∀x (Hodophiles(x) ∧ TakeIn(x, studyAbroadSemester, europe) → ¬Regret(x, collegeExperience))
∀x (Hodophiles(x) ∧ LoveToTravelOften(x) → TakeIn(x, studyAbroadSemester, europe))
Hodophiles(robert) ∧ ¬(EnjoyEating(robert, gelato) ⊕ LoveToTravelOften(robert))","∃y (Resist(robert, y) ∧ Hallmark(y) ∧ Delectabl(y) ∧ Dessert(y) ∧ FamousIn(y, italy))",False,False
268,"∀x (Have(x, authorization, studyIn, unitedStates) → EnrolledIn(x, academicProgram))
∀x (EnrolledIn(x, academicProgram) → ¬Work(x, fullTime))
∀x (StudyIn(x, unitedStates) → Have(x, authorization, studyIn, unitedStates))
∀x (PhDGraduate(x) → Work(x, fullTime))
¬StudyIn(x, unitedStates) → EnrolledIn(x, academicProgram)",PhdGraduate(tom),False,False
270,"∀x (Have(x, authorization, studyIn, unitedStates) → EnrolledIn(x, academicProgram))
∀x (EnrolledIn(x, academicProgram) → ¬Work(x, fullTime))
∀x (StudyIn(x, unitedStates) → Have(x, authorization, studyIn, unitedStates))
∀x (PhDGraduate(x) → Work(x, fullTime))
¬StudyIn(x, unitedStates) → EnrolledIn(x, academicProgram)","StudyIn(tom, unitedStates)",Uncertain,False
272,"Speedway(islip) ∧ SmallestRaceTrack(islip)
∃x ∃y (DemolitionDerby(x) ∧ SmallestRaceTrack(y) ∧ On(x, y))
Demolished(islip) ⊕ StillUsed(islip)
∀x (Speedway(x) ∧ StillUsed(x) → Have(races, heldAt, x))
¬Have(races, heldAt, islip)",Demolished(islip),True,True
273,"Speedway(islip) ∧ SmallestRaceTrack(islip)
∃x ∃y (DemolitionDerby(x) ∧ SmallestRaceTrack(y) ∧ On(x, y))
Demolished(islip) ⊕ StillUsed(islip)
∀x (Speedway(x) ∧ StillUsed(x) → Have(races, heldAt, x))
¬Have(races, heldAt, islip)",StillUsed(islip),False,False
279,"DrainageBasinOf(crotonRiverWatershed, crotonRiver)
In(crotonRiver, southwesternNewYork)
∀x ((Water(x) ∧ In(x, crotonRiverWatershed)) → FlowsTo(x, bronx))
In(bronx, newYork)","In(crotonRiverWatershed, bronx)",Uncertain,False
280,"DrainageBasinOf(crotonRiverWatershed, crotonRiver)
In(crotonRiver, southwesternNewYork)
∀x ((Water(x) ∧ In(x, crotonRiverWatershed)) → FlowsTo(x, bronx))
In(bronx, newYork)","∀x (Water(x) ∧ From(x, crotonRiver) → FlowsTo(x, bronx))",Uncertain,False
281,"∀x (NuclearPoweredSubmarine(x) → Warship(x))
∀x (NuclearPoweredSubmarine(x) → ¬CommercialVessel(x))",∀x (Warship(x) → ¬CommercialVessel(x)),Uncertain,False
283,"∀x ∀y ∀z (AlbumByBand(x, y) ∧ RockBand(y, z) → Genre(x, rock))
∀x ∀y ∀z (AlbumByBand(x, y) ∧ AlbumAward(x, z) → RockBandAward(y, z))
AlbumByBand(troubleattheHenhouse, theTragicallyHip)
RockBand(theTragicallyHip, canada)
SongInAlbum(buttsWigglin, troubleattheHenhouse)
AlbumAward(troubleattheHenhouse, theAlbumoftheYear)
∃x (SongInFilm(x) ∧ SongInAlbum(x, troubleattheHenhouse))","¬∃x(RockBand(x, canada) ∧ Award(x, theAlbumOfTheYear))",False,False
284,"∀x ∀y ∀z (AlbumByBand(x, y) ∧ RockBand(y, z) → Genre(x, rock))
∀x ∀y ∀z (AlbumByBand(x, y) ∧ AlbumAward(x, z) → RockBandAward(y, z))
AlbumByBand(troubleattheHenhouse, theTragicallyHip)
RockBand(theTragicallyHip, canada)
SongInAlbum(buttsWigglin, troubleattheHenhouse)
AlbumAward(troubleattheHenhouse, theAlbumoftheYear)
∃x (SongInFilm(x) ∧ SongInAlbum(x, troubleattheHenhouse))",SongInFilm(buttsWigglin),Uncertain,False
285,"SoftwareEngineer(daniel) ∧ WorksAt(daniel, palantirTechnologies)
Studied(daniel, bioengineering) ∧ UndergraduateAt(daniel, riceUniversity)
WorksAtMeta(danielsOlderSister) ∧ TechnicalSourcer(danielsOlderSister)
 GraduatedFromStanfordUniversity(danielsOlderSister) ∧ GraduatedFromStanfordUniversity(danielsDad)
Doctor(danielsDad) ∧ Practicing(danielsDad, internalMedicine) ∧ PracticingAt(danielsDad, veteransHospital) ∧ In(veteransHospital, minneapolis)","AppliedTo(daniel, stanfordUniversity) ∧ ¬GotInto(daniel, stanfordUniversity) ∧ Alumni(danielsFamilyMembers, stanfordUniversity)",Uncertain,False
286,"SoftwareEngineer(daniel) ∧ WorksAt(daniel, palantirTechnologies)
Studied(daniel, bioengineering) ∧ UndergraduateAt(daniel, riceUniversity)
WorksAtMeta(danielsOlderSister) ∧ TechnicalSourcer(danielsOlderSister)
 GraduatedFromStanfordUniversity(danielsOlderSister) ∧ GraduatedFromStanfordUniversity(danielsDad)
Doctor(danielsDad) ∧ Practicing(danielsDad, internalMedicine) ∧ PracticingAt(danielsDad, veteransHospital) ∧ In(veteransHospital, minneapolis)","Studied(daniel, bioengineering) ∧ UndergraduateAt(daniel, riceUniversity)",True,True
287,"SoftwareEngineer(daniel) ∧ WorksAt(daniel, palantirTechnologies)
Studied(daniel, bioengineering) ∧ UndergraduateAt(daniel, riceUniversity)
WorksAtMeta(danielsOlderSister) ∧ TechnicalSourcer(danielsOlderSister)
 GraduatedFromStanfordUniversity(danielsOlderSister) ∧ GraduatedFromStanfordUniversity(danielsDad)
Doctor(danielsDad) ∧ Practicing(danielsDad, internalMedicine) ∧ PracticingAt(danielsDad, veteransHospital) ∧ In(veteransHospital, minneapolis)","GrewUpIn(daniel, minneapolis) ∧ GrewUpIn(danielsOlderSister, minneapolis)",Uncertain,False
292,"Island(luzon) ∧ In(luzon, philippines)
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon))
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon) ∧ Deadly(x))","Island(leyte) ∧ In(leyte, philippines)",Uncertain,False
293,"Island(luzon) ∧ In(luzon, philippines)
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon))
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon) ∧ Deadly(x))","∀x ∀y ((Earthquake(x) ∧ StrikeInCity(x, y) ∧ In(y, philippines)) → ¬Deadly(x))",False,False
294,"Island(luzon) ∧ In(luzon, philippines)
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon))
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon) ∧ Deadly(x))","∃x ∃y (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, y) ∧ In(y, philippines))",True,True
295,"∀x (Like(x, financialRisk) → InvestInRegularly(x, publicStockMarket) ∨ EnjoyRegularly(x, gambling))
∀x (InvestInRegularly(x, publicStockMarket) → ReadToKeepUpdatedOn(x, theWallStreetJournal, financialMetric) ∨ (∃y (¬(y=theWallStreetJournal) ∧ NewsPaper(y) ∧ ReadToKeepUpdatedOn(x, y, financialMetric))))
∀x (EnjoyRegularly(x, gambling) → SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y)))
∀x (SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y))) → EnjoyVisiting(x, theLasVegasStrip))
∀x (SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y)) → AtRiskOf(x, gamblingAddiction))
InvestInRegularly(matt, publicStockMarket)
Like(matt, financialRisk)",Newspapers(matt),Uncertain,False
297,"∀x (Like(x, financialRisk) → InvestInRegularly(x, publicStockMarket) ∨ EnjoyRegularly(x, gambling))
∀x (InvestInRegularly(x, publicStockMarket) → ReadToKeepUpdatedOn(x, theWallStreetJournal, financialMetric) ∨ (∃y (¬(y=theWallStreetJournal) ∧ NewsPaper(y) ∧ ReadToKeepUpdatedOn(x, y, financialMetric))))
∀x (EnjoyRegularly(x, gambling) → SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y)))
∀x (SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y))) → EnjoyVisiting(x, theLasVegasStrip))
∀x (SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y)) → AtRiskOf(x, gamblingAddiction))
InvestInRegularly(matt, publicStockMarket)
Like(matt, financialRisk)","¬AtRiskOf(matt, gamblingAddiction) ∧ ¬(ReadToKeepUpdatedOn(x, theWallStreetJournal, financialMetric) ∨ (∃y (¬(y=theWallStreetJournal) ∧ NewsPaper(y) ∧ ReadToKeepUpdatedOn(x, y, financialMetric))) ∧ EnjoyVisiting(matt, theLasVegasStrip))",False,False
302,"∃x ∃y ∃y ∃w (Game(x) ∧ StageNumber(x,3) ∧ Stage(y) ∧ Stage(z) ∧ Stage(w) ∧ ¬(y=z) ∧ ¬(z=w) ∧ ¬(y=w) ∧ Red(y) ∧ Yellow(z) ∧ Green(w))
∀x (Player(x) → StartRed(x))
∀x (Player(x) ∧ ¬ReachYellow(x) → ¬ReachGreen(x))
∀x (Player(x) ∧ StartRed(x) → ReachYellow(x))
∀x (Player(x) ∧ StartRed(x) ∧ ¬ReachYellow(x) → ¬ReachGreen(x))",∃x (Player(x) ∧ RedToGreen(x)),False,False
304,"∃x ∃y ∃y ∃w (Game(x) ∧ StageNumber(x,3) ∧ Stage(y) ∧ Stage(z) ∧ Stage(w) ∧ ¬(y=z) ∧ ¬(z=w) ∧ ¬(y=w) ∧ Red(y) ∧ Yellow(z) ∧ Green(w))
∀x (Player(x) → StartRed(x))
∀x (Player(x) ∧ ¬ReachYellow(x) → ¬ReachGreen(x))
∀x (Player(x) ∧ StartRed(x) → ReachYellow(x))
∀x (Player(x) ∧ StartRed(x) ∧ ¬ReachYellow(x) → ¬ReachGreen(x))",∃x (Player(x) ∧ CompleteGame(x)),Uncertain,False
306,"∀x (In(x, loveCity) → (ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∨ ConsidersMostImportantLoveLanguage(x, wordOfAffirmation))
∀x ((ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∧ In(x, loveCity) → GoodWith(x, pet))
∀x ((GoodWith(x, pet) ∧ In(x, loveCity)) → ¬ScaredOf(x, animal))
∀x (In(x, loveCity) → (ScaredOf(x, animal) ∨ Loves(x, animal)))
(ConsidersMostImportantLoveLanguage(adam, physicalTouch) ⊕ Loves(adam, animal)) ∧ In(adam, loveCity)","ConsidersMostImportantLoveLanguage(adam, wordOfAffirmation)",True,True
308,"∀x (In(x, loveCity) → (ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∨ ConsidersMostImportantLoveLanguage(x, wordOfAffirmation))
∀x ((ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∧ In(x, loveCity) → GoodWith(x, pet))
∀x ((GoodWith(x, pet) ∧ In(x, loveCity)) → ¬ScaredOf(x, animal))
∀x (In(x, loveCity) → (ScaredOf(x, animal) ∨ Loves(x, animal)))
(ConsidersMostImportantLoveLanguage(adam, physicalTouch) ⊕ Loves(adam, animal)) ∧ In(adam, loveCity)","ConsidersMostImportantLoveLanguage(adam, physicalTouch) ⊕ ConsidersMostImportantLoveLanguage(adam, wordOfAffirmation)",True,True
310,"∀x (Bird(x) → ∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z)))
∀x (Animal(x) ∧ (∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z))) → ¬Reptile(x))
∃x (Animal(x) ∧ Fly(x) ∧ Bird(x))
∀x (Iguana(x) → Reptile(x))
¬(Iguana(john) ⊕ Bird(john))
Animal(john)",Reptile(john),Uncertain,False
311,"∀x (Bird(x) → ∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z)))
∀x (Animal(x) ∧ (∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z))) → ¬Reptile(x))
∃x (Animal(x) ∧ Fly(x) ∧ Bird(x))
∀x (Iguana(x) → Reptile(x))
¬(Iguana(john) ⊕ Bird(john))
Animal(john)",¬(Iguana(john) ∧ Fly(john)),True,True
312,"∀x (Bird(x) → ∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z)))
∀x (Animal(x) ∧ (∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z))) → ¬Reptile(x))
∃x (Animal(x) ∧ Fly(x) ∧ Bird(x))
∀x (Iguana(x) → Reptile(x))
¬(Iguana(john) ⊕ Bird(john))
Animal(john)",Animal(john) ∧ Fly(john) ∧ Bird(john),False,False
318,"RealNum(num6) ∧ RealNum(num7) ∧ RealNum(num8)
∀x ∀y ((RealNum(x) ∧ RealNum(y) ∧ IsSuccessorOf(x, y)) → Larger(x, y))
∀x ∀y (Larger(x, y) → ¬Larger(y, x))
∃y(IsSuccessorOf(y, num6) ∧ Equals(num7, y))
∃y(IsSuccessorOf(y, num7) ∧ Equals(num8, y))
Positive(num2)
∀x ∀y ((Positive(x) ∧ IsDouble(y, x)) → Positive(y))
IsDouble(num8, num4)
IsDouble(num4, num2)","Larger(six, seven)",False,False
320,"∀x (EntitledTo(x, nationalSocialInsuranceCoverage) → CanHavePartiallyCovered(x, medicalBills))
∀x (PRCNational(x) → EntitledTo(x, nationalSocialInsuranceCoverage))
∀x (In(x, francoChinaDiplomaticConference) → PRCNational(x) ⊕ FrenchNational(x))
∀x (FrenchNational(x) → CitizenOf(x, europeanUnion))
∀x (SpanishNational(x) → CitizenOf(x, europeanUnion))
∀x (NorthKoreanNational(x) → ¬CitizenOf(x, europeanUnion))
In(mei, francoChinaDiplomaticConference)
¬(NorthKoreanNational(mei) ⊕ CanHavePartiallyCovered(mei, medicalBills))",PRCNational(mei),Uncertain,False
321,"∀x (EntitledTo(x, nationalSocialInsuranceCoverage) → CanHavePartiallyCovered(x, medicalBills))
∀x (PRCNational(x) → EntitledTo(x, nationalSocialInsuranceCoverage))
∀x (In(x, francoChinaDiplomaticConference) → PRCNational(x) ⊕ FrenchNational(x))
∀x (FrenchNational(x) → CitizenOf(x, europeanUnion))
∀x (SpanishNational(x) → CitizenOf(x, europeanUnion))
∀x (NorthKoreanNational(x) → ¬CitizenOf(x, europeanUnion))
In(mei, francoChinaDiplomaticConference)
¬(NorthKoreanNational(mei) ⊕ CanHavePartiallyCovered(mei, medicalBills))",¬PRCNational(mei),Uncertain,False
323,"∀x (¬Admit(x, mistake) → ¬GoodTeacher(x))
∃x ∃y (WellInformed(x) ∧ WellInformed(y) ∧ ¬Admit(x, mistake) ∧ ¬Admit(y, mistake) ∧ ¬(x=y))",∃x ∃y (GoodTeacher(x) ∧ GoodTeacher(y) ∧ ¬WellInformed(x) ∧ ¬WellInformed(y) ∧ ¬(x=y)),Uncertain,False
324,"∀x (PhilatelicLit(x) → (Stamp(x) ∨ Periodical(x) ∨ Auction(x) ∨ Book(x) ∨ Bibliography(x) ∨ Background(x)))
¬Stamp(mort)
¬(Periodical(mort) ∨ Auction(mort) ∨ Bibliography(mort) ∨ Background(mort))
PhilatelicLit(mort)",Background(mort),False,False
325,"∀x (PhilatelicLit(x) → (Stamp(x) ∨ Periodical(x) ∨ Auction(x) ∨ Book(x) ∨ Bibliography(x) ∨ Background(x)))
¬Stamp(mort)
¬(Periodical(mort) ∨ Auction(mort) ∨ Bibliography(mort) ∨ Background(mort))
PhilatelicLit(mort)",PhilatelicLit(eragon),Uncertain,False
326,"DramaFilm(adventuresOfRusty) ∧ ChildrensFilm(adventuresOfRusty)
Produces(columbiaPictures, adventuresOfRusty)
Produces(paramount, tintin)
AdventureFilm(tintin)","∃x (DramaFilm(x) ∧ Produces(columbiaPictures, x))",True,True
327,"DramaFilm(adventuresOfRusty) ∧ ChildrensFilm(adventuresOfRusty)
Produces(columbiaPictures, adventuresOfRusty)
Produces(paramount, tintin)
AdventureFilm(tintin)","∃x (AdventureFilm(x) ∧ Produces(columbiaPictures, x))",Uncertain,False
328,"DramaFilm(adventuresOfRusty) ∧ ChildrensFilm(adventuresOfRusty)
Produces(columbiaPictures, adventuresOfRusty)
Produces(paramount, tintin)
AdventureFilm(tintin)","∃x (ChildrensFilm(x) ∧ Produces(paramount, x))",Uncertain,False
329,"DramaFilm(adventuresOfRusty) ∧ ChildrensFilm(adventuresOfRusty)
Produces(columbiaPictures, adventuresOfRusty)
Produces(paramount, tintin)
AdventureFilm(tintin)","∃x (AdventureFilm(x) ∧ Produces(paramount, x))",True,True
343,"∀x (Superhero(x) ∧ American(x) → ComeFrom(x, dCUniverse) ⊕ ComeFrom(x, marvelUniverse)) 
American(captainAmerica) ∧ TopTenFavorite(captainAmerica) ∧ Superhero(captainAmerica) 
¬ComeFrom(captainAmerica, dCUniverse)
∀x (American(x) ∧ TopTenFavorite(x) ∧ Superhero(x)  → Speak(x, english)) 
∃x (Superhero(x) → (Speak(x, english) ∧ Speak(x, spanish)))","¬Speak(captainAmerica, english)",False,False
344,"∀x (Superhero(x) ∧ American(x) → ComeFrom(x, dCUniverse) ⊕ ComeFrom(x, marvelUniverse)) 
American(captainAmerica) ∧ TopTenFavorite(captainAmerica) ∧ Superhero(captainAmerica) 
¬ComeFrom(captainAmerica, dCUniverse)
∀x (American(x) ∧ TopTenFavorite(x) ∧ Superhero(x)  → Speak(x, english)) 
∃x (Superhero(x) → (Speak(x, english) ∧ Speak(x, spanish)))","ComeFrom(captainAmerica, marvelUniverse)",True,True
345,"∀x (Superhero(x) ∧ American(x) → ComeFrom(x, dCUniverse) ⊕ ComeFrom(x, marvelUniverse)) 
American(captainAmerica) ∧ TopTenFavorite(captainAmerica) ∧ Superhero(captainAmerica) 
¬ComeFrom(captainAmerica, dCUniverse)
∀x (American(x) ∧ TopTenFavorite(x) ∧ Superhero(x)  → Speak(x, english)) 
∃x (Superhero(x) → (Speak(x, english) ∧ Speak(x, spanish)))","Speak(captainAmerica, spanish)",Uncertain,False
347,"BornIn(robertZimmer, germany) ∧ Philosopher(robertZimmer)
Essayist(robertZimmer)
BornIn(robertZimmer, yr1953)
∀x (Essayist(x) → Writer(x))",¬Writer(robertZimmer),False,False
348,"BornIn(robertZimmer, germany) ∧ Philosopher(robertZimmer)
Essayist(robertZimmer)
BornIn(robertZimmer, yr1953)
∀x (Essayist(x) → Writer(x))",Biographer(robertZimmer),Uncertain,False
349,"∀x (RepayOnTime(x) → Has(x, highCreditScore))
∃x ((Has(x, highCreditScore) ∧ Has(x, highSalary)) → ApprovedFor(x, mortgage))
Has(john, highSalary)","RepayOnTime(john) → ApprovedFor(john, mortgage)",Uncertain,False
350,"∀x (Student(x) → MemberOf(x, university))
∀x (GraduateStudent(x) → Student(x))
∀x (PhDStudent(x) → GraduateStudent(x))
∃x (PhDStudent(x) ∧ TeachingFellow(x))
¬PhDStudent(john) → ¬MemberOf(john, university)
TeachingFellow(john) → PhDStudent(john) ⊕ GraduateStudent(john)",TF(john),False,False
352,"∀x (Student(x) → MemberOf(x, university))
∀x (GraduateStudent(x) → Student(x))
∀x (PhDStudent(x) → GraduateStudent(x))
∃x (PhDStudent(x) ∧ TeachingFellow(x))
¬PhDStudent(john) → ¬MemberOf(john, university)
TeachingFellow(john) → PhDStudent(john) ⊕ GraduateStudent(john)",PhDStudent(john),Uncertain,False
353,"EuropeanCountry(belgium) ∧ EuropeanCountry(france) ∧ EuropeanCountry(germany)
CapitalOf(paris, france)
TouristAttraction(eiffelTower) ∧ LocatedIn(eiffelTower, paris)
∃x (LiveIn(x, belgium) → Speak(x, french))
∃x (GoTo(john, europe) → (See(john, x) ∧ TouristAttraction(x)))
Speak(john, french)","GoTo(john, europe) → See(john, eiffelTower)",Uncertain,False
354,"EuropeanCountry(belgium) ∧ EuropeanCountry(france) ∧ EuropeanCountry(germany)
CapitalOf(paris, france)
TouristAttraction(eiffelTower) ∧ LocatedIn(eiffelTower, paris)
∃x (LiveIn(x, belgium) → Speak(x, french))
∃x (GoTo(john, europe) → (See(john, x) ∧ TouristAttraction(x)))
Speak(john, french)","∃x (CapitalOf(x, france) ∧ LocatedIn(eiffelTower, x))",True,True
355,"EuropeanCountry(belgium) ∧ EuropeanCountry(france) ∧ EuropeanCountry(germany)
CapitalOf(paris, france)
TouristAttraction(eiffelTower) ∧ LocatedIn(eiffelTower, paris)
∃x (LiveIn(x, belgium) → Speak(x, french))
∃x (GoTo(john, europe) → (See(john, x) ∧ TouristAttraction(x)))
Speak(john, french)","LiveIn(john, belgium)",Uncertain,False
356,"∀x (SportsCar(x) → LoudCar(x))
∀x (LoudCar(x) → ¬ElectricCar(x))
∀x (Ferrari(x) → SportsCar(x))
∀x ((Car(x) ∧ MadeIn(x, maranello)) → Ferrari(x))
(Car(toyotaPrius) ∧ MadeIn(toyotaPrius, maranello)) ∨ LoudCar(toyotaPrius)",ElectricCar(toyotaPrius),False,False
357,"∀x (SportsCar(x) → LoudCar(x))
∀x (LoudCar(x) → ¬ElectricCar(x))
∀x (Ferrari(x) → SportsCar(x))
∀x ((Car(x) ∧ MadeIn(x, maranello)) → Ferrari(x))
(Car(toyotaPrius) ∧ MadeIn(toyotaPrius, maranello)) ∨ LoudCar(toyotaPrius)",¬ElectricCar(toyotaPrius),True,True
358,"∀x (SportsCar(x) → LoudCar(x))
∀x (LoudCar(x) → ¬ElectricCar(x))
∀x (Ferrari(x) → SportsCar(x))
∀x ((Car(x) ∧ MadeIn(x, maranello)) → Ferrari(x))
(Car(toyotaPrius) ∧ MadeIn(toyotaPrius, maranello)) ∨ LoudCar(toyotaPrius)","MadeIn(toyotaPrius, maranello)",Uncertain,False
359,"∀x (SportsCar(x) → LoudCar(x))
∀x (LoudCar(x) → ¬ElectricCar(x))
∀x (Ferrari(x) → SportsCar(x))
∀x ((Car(x) ∧ MadeIn(x, maranello)) → Ferrari(x))
(Car(toyotaPrius) ∧ MadeIn(toyotaPrius, maranello)) ∨ LoudCar(toyotaPrius)",Ferrari(toyotaPrius) ∨ LoudCar(toyotaPrius) → ElectricCar(toyotaPrius),False,False
360,"∀x (Plant(x) → ¬CuteAnimal(x))
∀x (Flower(x) → Plant(x))
∀x (Kitten(x) → CuteAnimal(x))
∀x (GrownIn(x, garden) → Flower(x))
Kitten(piper) ∨ CuteAnimal(piper)","GrownIn(piper, garden)",False,False
