id,NLpremise,NLconclusion,premise-FOL,conclusion-FOL,LLM-conclusion-FOL,label,prover9_answer
552,"Animals who need large territory travel far.
Every animal that eats a lot needs a large territory.
If something is a big animal, then it will eat a lot.
Bears are big animals.
Larry is a big animal.","If Larry either travels far or needs a large territory, then Larry is a bear.","∀x (Animal(x) ∧ Need(x, largeTerritory) → TravelFar(x))
∀x (EatALot(x) → Need(x, largeTerritory))
∀x (Big(x) ∧ Animal(x) → EatALot(x))
∀x (Bear(x) → Big(x) ∧ Animal(x))
Big(larry) ∧ Animal(larry)","TravelFar(larry) ⊕ Need(larry, largeTerritory) → Bear(larry)",(TravelsFar(Larry) | NeedsLargeTerritory(Larry)) -> Bear(Larry),True,Uncertain
554,"There are six types of wild turkeys: Eastern wild turkey, Osceola wild turkey, Gould’s wild turkey, Merriam’s wild turkey, Rio Grande wild turkey, and Ocellated wild turkey.
Tom is not an Eastern wild turkey.
Tom is not an Osceola wild turkey.
Tom is not a Gould's wild turkey.
Tom is neither a Merriam's wild turkey nor a Rio Grande wild turkey.
Tom is a wild turkey.",Tom is an Ocellated wild turkey.,"∀x (WildTurkey(x) → (EasternWildTurkey(x) ∨ OsceolaWildTurkey(x) ∨ GouldsWildTurkey(x) ∨ MerriamsWildTurkey(x) ∨ RiograndeWildTurkey(x) ∨ OcellatedWildTurkey(x)))
¬(EasternWildTurkey(tom))
¬(OsceolaWildTurkey(tom))
¬(GouldsWildTurkey(tom))
¬(MerriamsWildTurkey(tom) ∨ RiograndeWildTurkey(tom))
WildTurkey(tom)",OcellatedWildTurkey(tom),OcellatedWildTurkey(Tom),True,Uncertain
555,"TS Leda was a good passenger and cargo vessel.
TS Leda was a Norwegian vessel that was built with stabilizers.
Stabilizers are mechanical devices found only on ships with powerful steam turbine engines.
To be a good passenger and cargo vessel, ships must be quiet and good at sea.
Some ships that are quiet and good at sea have powerful steam turbine engines.
Vessels are ships.",TS Leda had powerful steam turbine engines.,"∀x (TSLeda(x) → ((Passenger(x) ∧ Vessel(x)) ∧ (Cargo(x) ∧ Vessel(x)))
∀x (TSLeda(x) → (Norweigian(x) ∧ Vessel(x) ∧ Stabilizers(x)))
∀x (Stabilizers(x) → MechanicalDevice(x) ∧ OnlyOnShips(x) ∧ PowerfulSteamTurbine(x))
∀x ((Passenger(x) ∧ Vessel(x)) ∧ (Cargo(x) ∧ Vessel(x)) → (Quiet(x) ∧ GoodAt(x, sea)))
∃x (Quiet(x) ∧ GoodAt(x, sea) ∧ PowerfulSteamTurbine(x))
∀x (Ship(x) → Vessel(x))",∀x (TSLeda(x) → PowerfulSteamTurbine(x)),HasPowerfulSteamTurbineEngines(tsLeda),True,Uncertain
556,"Phoneix's music is classified under the indie pop genre.
Phoenix is a band from France.
French bands write songs in French or in English.
Aside from indie pop, pop rock and synth-pop are two other genres of music.
Phoenix has no songs in French.",Phoneix's music is classified under the pop rock genre.,"IndiePop(phoenix)
Band(phoenix) ∧ From(phoenix, france)
∀x ∃y (Band(x) ∧ From(x, france) ∧ Write(x, y) ∧ Song(y) → InFrench(y) ⊕ InEnglish(y))
∀x (IndiePop(x) → ¬PopRock(x) ∧ ¬SynthPop(x))
∀x (Song(x) ∧ By(phoenix, x) → ¬InFrench(x))",PopRock(phoenix),"MusicClassifiedUnder(Phoenix, popRock)",False,Uncertain
557,"There are six types of wild turkeys: Eastern wild turkey, Osceola wild turkey, Gould’s wild turkey, Merriam’s wild turkey, Rio Grande wild turkey, and Ocellated wild turkey.
Tom is not an Eastern wild turkey.
Tom is not an Osceola wild turkey.
Tom is not a Gould's wild turkey.
Tom is neither a Merriam's wild turkey nor a Rio Grande wild turkey.
Tom is a wild turkey.",Tom is an Eastern wild turkey.,"∀x (WildTurkey(x) → (EasternWildTurkey(x) ∨ OsceolaWildTurkey(x) ∨ GouldsWildTurkey(x) ∨ MerriamsWildTurkey(x) ∨ RiograndeWildTurkey(x) ∨ OcellatedWildTurkey(x)))
¬(EasternWildTurkey(tom))
¬(OsceolaWildTurkey(tom))
¬(GouldsWildTurkey(tom))
¬(MerriamsWildTurkey(tom) ∨ RiograndeWildTurkey(tom))
WildTurkey(tom)",EasternWildTurkey(tom),EasternWildTurkey(Tom),False,Uncertain
560,"All rabbits that can be spotted near the campus are cute. 
Some turtles can be spotted near the campus. 
The only animals that can be spotted near the campus are rabbits and squirrels.
If something is skittish, then it is not calm.
All the squirrels that can be spotted near the campus are skittish.
Rockie can be spotted near the campus, and it is calm.","If Rockie is not both a turtle and a squirrel, then Rockie is either cute or skittish.","∀x (Rabbit(x) ∧ CanBeSpottedNear(x, campus) → Cute(x))
∃x (Turtle(x) ∧ CanBeSpottedNear(x, campus))
∀x (CanBeSpottedNear(x, campus) → (Rabbit(x) ⊕ Squirrel(x)))
∀x (Skittish(x) → ¬Calm(x))
∀x (Squirrel(x) ∧ CanBeSpottedNear(x, campus) → Skittish(x))
CanBeSpottedNear(rockie, campus) ∧ Calm(rockie)",¬(Turtle(rockie) ∧ Squirrel(rockie)) → Cute(rockie) ⊕ Skittish(rockie),-(Turtle(Rockie) & Squirrel(Rockie)) -> (Cute(Rockie) | Skittish(Rockie)),True,Uncertain
561,"All cancers have mutations.
No mutations can be treated at home.
All colorectal cancers are cancers.
A cold can be treated at home.
Arthritis either is a cold and has mutations or neither is a cold nor has mutations.",Arthritis is not colorectal cancer.,"∀x (Cancer(x) → Have(x, mutation))
∀x (Have(x, mutation) → ¬CanBeTreatedAtHome(x))
∀x (ColorectalCancer(x) → Cancer(x))
∀x (Cold(x) → CanBeTreatedAtHome(x))
¬(Cold(arthritis) ⊕ Have(arthritis, mutation))",¬ColorectalCancer(arthritis),-IsColorectalCancer(arthritis),True,Uncertain
563,"All employees who schedule a meeting with their customers will go to the company building today. 
Everyone who has lunch in the company building schedules meetings with their customers. 
Employees have lunch either in the company building or at home.
If an employee has lunch at home, they are working remotely from home.
All employees who are in other countries work remotely from home. 
No managers work remotely from home. 
James will appear in the company today if and only if he is a manager.","If James is either a manager or in other countries,  then James does not either has lunch at home or work remotely from home. If James either has lunch at home or works remotely from home, then he is neither a manager nor does he work in other countries. [contrapositive is more natural]","∀x ((Employee(x) ∧ Schedule(x, meeting, customers)) → AppearIn(x, company))
∀x ((Employee(x) ∧ HasLunch(x, company)) → Schedule(x, meeting, customers))
∀x (Employee(x) → (HasLunch(x, company) ⊕ HasLunch(x, home)))
∀x ((Employee(x) ∧ HasLunch(x, home)) → Work(x, home))
∀x ((Employee(x) ∧ (¬In(x, homecountry))) → Work(x, home))
∀x (Manager(x) → ¬Work(x, home))
¬(Manager(james) ⊕ AppearIn(james, company))","Manager(james) → ¬Work(james, home)",(Manager(James) | InOtherCountries(James)) -> -(HasLunchAtHome(James) | WorkingRemotelyFromHome(James)),True,Uncertain
565,"""Stranger Things"" is a popular Netflix show.
If a Netflix show is popular, Karen will binge-watch it.
If and only if Karen binge-watches a Netflix show, she will download it.
Karen does not download ""Black Mirror.""
""Black Mirror"" is a Netflix show.
If Karen binge-watches a Netflix show, she will share it with Lisa.","""Black Mirror"" is popular.","NetflixShow(strangerThings) ∧ Popular(strangerThings)
∀x ((NetflixShow(x) ∧ Popular(x)) → BingeWatch(karen, x))
∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) ↔ Download(karen, x))
¬Download(karen, blackMirror)
NetflixShow(blackMirror)
∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) → ShareWith(karen, x, lisa))",Popular(blackMirror),Popular(BlackMirror),False,Uncertain
567,"All aliens are extraterrestrials.
If someone is from Mars, then they are an alien.
No extraterrestrials are human.
All highly intelligent beings from Earth are humans.
Marvin is a highly intelligent being.
Marvin is either from Earth and from Mars, or he is from neither.
If Marvin is not from Earth, then Marvin is an extraterrestrial.","If Marvin is not from Mars, then Marvin is a human.","∀x (Alien(x) → Extraterrestrial(x))
∀x (From(x, mars) → Alien(x))
∀x (Extraterrestrial(x) → ¬Human(x))
∀x (HighlyIntelligentBeing(x) ∧ From(x, earth) → Human(x))
HighlyIntelligentBeing(marvin)
¬(From(marvin, earth) ⊕ From(marvin, mars))
¬From(marvin, earth) → Extraterrestrial(marvin)","¬From(marvin, mars) → Human(marvin)",(-FromMars(Marvin) -> Human(Marvin)),False,Uncertain
569,"""Stranger Things"" is a popular Netflix show.
If a Netflix show is popular, Karen will binge-watch it.
If and only if Karen binge-watches a Netflix show, she will download it.
Karen does not download ""Black Mirror.""
""Black Mirror"" is a Netflix show.
If Karen binge-watches a Netflix show, she will share it with Lisa.","Karen will share ""Stranger Things"" with Lisa.","NetflixShow(strangerThings) ∧ Popular(strangerThings)
∀x ((NetflixShow(x) ∧ Popular(x)) → BingeWatch(karen, x))
∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) ↔ Download(karen, x))
¬Download(karen, blackMirror)
NetflixShow(blackMirror)
∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) → ShareWith(karen, x, lisa))","ShareWith(karen, strangerThings, lisa)","Share(Karen, StrangerThings, Lisa)",True,Uncertain
570,"All aliens are extraterrestrials.
If someone is from Mars, then they are an alien.
No extraterrestrials are human.
All highly intelligent beings from Earth are humans.
Marvin is a highly intelligent being.
Marvin is either from Earth and from Mars, or he is from neither.
If Marvin is not from Earth, then Marvin is an extraterrestrial.",Marvin is neither a human nor from Mars.,"∀x (Alien(x) → Extraterrestrial(x))
∀x (From(x, mars) → Alien(x))
∀x (Extraterrestrial(x) → ¬Human(x))
∀x (HighlyIntelligentBeing(x) ∧ From(x, earth) → Human(x))
HighlyIntelligentBeing(marvin)
¬(From(marvin, earth) ⊕ From(marvin, mars))
¬From(marvin, earth) → Extraterrestrial(marvin)","¬Human(marvin) ∧ ¬From(marvin, mars)",-Human(Marvin) & -FromMars(Marvin),True,Uncertain
571,"All rabbits that can be spotted near the campus are cute. 
Some turtles can be spotted near the campus. 
The only animals that can be spotted near the campus are rabbits and squirrels.
If something is skittish, then it is not calm.
All the squirrels that can be spotted near the campus are skittish.
Rockie can be spotted near the campus, and it is calm.","If Rockie is cute and calm, then Rockie is a skittish turtle.","∀x (Rabbit(x) ∧ CanBeSpottedNear(x, campus) → Cute(x))
∃x (Turtle(x) ∧ CanBeSpottedNear(x, campus))
∀x (CanBeSpottedNear(x, campus) → (Rabbit(x) ⊕ Squirrel(x)))
∀x (Skittish(x) → ¬Calm(x))
∀x (Squirrel(x) ∧ CanBeSpottedNear(x, campus) → Skittish(x))
CanBeSpottedNear(rockie, campus) ∧ Calm(rockie)",Cute(rockie) ∧ Calm(rockie) → Turtle(rockie) ∧ Skittish(rockie),(Cute(Rockie) & Calm(Rockie)) -> (Skittish(Rockie) & Turtle(Rockie)),False,Uncertain
575,"Beijing is the capital of the People's Republic of China. 
Beijing is the capital city of the world's most populous nation.
Beijing is located in Northern China.
Beijing hosted the 2008 Summer Olympics and 2008 Summer Paralympics Games.
Beijing has hosted the Summer and Winter Olympics and the Summer and Winter Paralympics.
Many of Beijing's 91 universities consistently rank among the best universities in the world.",Beijing hosted both the 2008 Summer Olympics and the Winter Olympics.,"CapitalOf(beijing, peoplesRepublicOfChina)
∃x (CapitalOf(beijing, x) → WorldsMostPopulousNation(x))
LocatedIn(beijing, northernChina)
Hosted(beijing, 2008SummerOlympics) ∧ Hosted(beijing, 2008SummerParalympicGames)
Hosted(beijing, summerOlympics) ∧ Hosted(beijing, winterOlympics) ∧ Hosted(beijing, summerParalympicGames)  ∧ Hosted(beijing, winterParalympicGames)
∃x (University(x) ∧ InBeijing(x) ∧ ConsistentlyRankAmongTheBestIn(x, theWorld))","Hosted(beijing, summerOlympics) ∧ Hosted(beijing, winterOlympics)","Hosted(beijing, the2008SummerOlympics) & HasHosted(beijing, winterOlympics)",True,Uncertain
576,"Everyone at the mixer is a Grand Slam champion or an Oscar-nominated actor.
Every Grand Slam champion at the mixer is a professional tennis player.
All Oscar-nominated actors at the mixer are celebrities.
All professional tennis players at the mixer are athletes.
If a person at the mixer is a celebrity, then they are well paid.
If a person at the mixer is an athlete, then they are famous.
All well-paid people at the mixer live in tax havens.
Djokovic is at the mixer: if Djokovic is a famous athlete, then Djokovic is well-paid.",Djokovic lives in a tax haven.,"∀x (At(x, mixer) → (GrandSlam(x) ∧ Champion(x)) ∨ (OscarNominated(x) ∧ Actor(x)))
∀x (At(x, mixer) ∧ (GrandSlam(x) ∧ Champion(x) → Professional(x) ∧ TennisPlayer(x))
∀x (At(x, mixer) ∧ (OscarNominated(x) ∧ Actor(x) → Celebrity(x))
∀x (At(x, mixer) ∧ Professional(x) ∧ TennisPlayer(x) → Athlete(x))
∀x (At(x, mixer) ∧ Celebrity(x) → WellPaid(x))
∀x (At(x, mixer) ∧ Athlete(x) → Famous(x))
∀x (At(x, mixer) ∧ WellPaid(x) → LiveIn(x, taxHaven))
At(djokovic, mixer) ∧ (Famous(djokovic) ∧ Athlete(djokovic) → WellPaid(djokovic))","LiveIn(djokovic, taxHaven)",LivesInTaxHaven(djokovic),True,Uncertain
578,"Everyone at the mixer is a Grand Slam champion or an Oscar-nominated actor.
Every Grand Slam champion at the mixer is a professional tennis player.
All Oscar-nominated actors at the mixer are celebrities.
All professional tennis players at the mixer are athletes.
If a person at the mixer is a celebrity, then they are well paid.
If a person at the mixer is an athlete, then they are famous.
All well-paid people at the mixer live in tax havens.
Djokovic is at the mixer: if Djokovic is a famous athlete, then Djokovic is well-paid.",Djokovic does not live in a tax haven.,"∀x (At(x, mixer) → (GrandSlam(x) ∧ Champion(x)) ∨ (OscarNominated(x) ∧ Actor(x)))
∀x (At(x, mixer) ∧ (GrandSlam(x) ∧ Champion(x) → Professional(x) ∧ TennisPlayer(x))
∀x (At(x, mixer) ∧ (OscarNominated(x) ∧ Actor(x) → Celebrity(x))
∀x (At(x, mixer) ∧ Professional(x) ∧ TennisPlayer(x) → Athlete(x))
∀x (At(x, mixer) ∧ Celebrity(x) → WellPaid(x))
∀x (At(x, mixer) ∧ Athlete(x) → Famous(x))
∀x (At(x, mixer) ∧ WellPaid(x) → LiveIn(x, taxHaven))
At(djokovic, mixer) ∧ (Famous(djokovic) ∧ Athlete(djokovic) → WellPaid(djokovic))","¬LiveIn(djokovic, taxHaven)",-LivesInTaxHaven(djokovic),False,Uncertain
585,"All Brown Swiss cattle are cows.
Some pets are Brown Swiss Cattle.
All cows are domesticated animals.
Alligators are not domesticated animals.
Ted is an alligator.",Ted is a pet and Brown Swiss cattle,"∀x (BrownSwissCattle(x) → Cow(x))
∃x (Pet(x) ∧ BrownSwissCattle(x))
∀x (Cow(x) → DomesticatedAnimal(x))
∀x (Aligator(x) → ¬DomesticatedAnimal(x))
Aligator(ted)",Pet(ted) ∧ BrownSwissCattle(ted),Pet(Ted) & BrownSwissCattle(Ted),False,Uncertain
588,"All Brown Swiss cattle are cows.
Some pets are Brown Swiss Cattle.
All cows are domesticated animals.
Alligators are not domesticated animals.
Ted is an alligator.","If Ted is a Brown Swiss cattle, then Ted is not a pet.","∀x (BrownSwissCattle(x) → Cow(x))
∃x (Pet(x) ∧ BrownSwissCattle(x))
∀x (Cow(x) → DomesticatedAnimal(x))
∀x (Aligator(x) → ¬DomesticatedAnimal(x))
Aligator(ted)",BrownSwissCattle(ted) → ¬Pet(ted),(BrownSwissCattle(Ted) -> -Pet(Ted)),True,Uncertain
589,"All rabbits that can be spotted near the campus are cute. 
Some turtles can be spotted near the campus. 
The only animals that can be spotted near the campus are rabbits and squirrels.
If something is skittish, then it is not calm.
All the squirrels that can be spotted near the campus are skittish.
Rockie can be spotted near the campus, and it is calm.",Rockie is a turtle or cute.,"∀x (Rabbit(x) ∧ CanBeSpottedNear(x, campus) → Cute(x))
∃x (Turtle(x) ∧ CanBeSpottedNear(x, campus))
∀x (CanBeSpottedNear(x, campus) → (Rabbit(x) ⊕ Squirrel(x)))
∀x (Skittish(x) → ¬Calm(x))
∀x (Squirrel(x) ∧ CanBeSpottedNear(x, campus) → Skittish(x))
CanBeSpottedNear(rockie, campus) ∧ Calm(rockie)",Turtle(rockie) ∨ Cute(rockie),Turtle(Rockie) | Cute(Rockie),True,Uncertain
590,"All Romance languages are Indo-European languages.
Romance languages are a language family.
All languages within a language family are related to each other.
French and Spanish are both Romance languages.
German is related to Spanish.
Basque is not related to any other language.",French is an Indo-European language.,"∀x (RomanceLanguage(x) → IndoEuropeanLanguage(x))
∀x (RomanceLanguage(x) → MemberOf(x, languageFamily))
∀x ∀y ∀z ((MemberOf(x, z) ∧ MemberOf(y, z)) → (Related(x, y) ∧ Related(y, x)))
RomanceLanguage(french) ∧ RomanceLanguage(spanish)
Related(german, spanish)
∀x (Language(x) → ¬Related(basque, x))",IndoEuropeanLanguage(french),IndoEuropeanLanguage(French),True,Uncertain
591,"No baked sweets are spicy.
All cupcakes are baked sweets.
All mala hotpots are spicy.
All products from Baked by Melissa are cupcakes.
Dried Thai chilies are spicy or mala hotpots or not baked sweets.",Dried Thai chilies are products of Baked by Melissa.,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)","Product(driedThaiChili) ∧ From(driedThaiChili, bakedByMelissa)",ProductFromBakedByMelissa(driedThaiChilies),False,Uncertain
592,"No baked sweets are spicy.
All cupcakes are baked sweets.
All mala hotpots are spicy.
All products from Baked by Melissa are cupcakes.
Dried Thai chilies are spicy or mala hotpots or not baked sweets.",Dried Thai chilies are not products of Baked by Melissa.,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)","¬(Product(driedThaiChili) ∧ From(driedThaiChili, bakedByMelissa))",-ProductOfBakedByMelissa(DriedThaiChilies),True,Uncertain
596,"All vehicle registration plates in Istanbul begin with the number 34.
Plates that do not begin with the number 34 are not from Istanbul. 
Joe's vehicle registration plate is from Istanbul. 
Tom's license plate begins with the number 35. 
If a license plate begins with the number 35, then it does not begin with the number 34.",Joe's license plate begins with the number 34.,"∀x (VehicleRegistrationPlateIn(x, istanbul) → BeginWith(x, num34))
∀x (¬BeginWith(x, num34) → ¬FromIstanbul(x))
∃x (Owns(joe, x) ∧ VehicleRegistrationPlateIn(x, istanbul))
∃x (Owns(tom, x) ∧ BeginWith(x, num35))
∀x (BeginWith(x, num35) → ¬BeginWith(x, num34))","∃x (Owns(joe, x) ∧ BeginWith(x, num34))","BeginsWith(joePlate, num34)",True,Uncertain
598,"No baked sweets are spicy.
All cupcakes are baked sweets.
All mala hotpots are spicy.
All products from Baked by Melissa are cupcakes.
Dried Thai chilies are spicy or mala hotpots or not baked sweets.",Dried Thai chilies are neither products of Baked by Melissa nor baked sweets.,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)","¬(Product(driedThaiChili) ∧ From(driedThaiChili, bakedByMelissa)) ∧ ¬BakedSweet(driedThaiChili)",-ProductFromBakedByMelissa(driedThaiChilies) & -BakedSweet(driedThaiChilies),True,Uncertain
599,"No baked sweets are spicy.
All cupcakes are baked sweets.
All mala hotpots are spicy.
All products from Baked by Melissa are cupcakes.
Dried Thai chilies are spicy or mala hotpots or not baked sweets.",Dried Thai chilies are cupcakes and products of Baked by Melissa.,"∀x (BakedSweet(x) → ¬Spicy(x))
∀x (Cupcake(x) → BakedSweet(x))
∀x (MalaHotpot(x) → Spicy(x))
∀x (Product(x) ∧ From(x, bakedByMelissa) → Cupcake(x))
Spicy(driedThaiChili) ∨ MalaHotpot(driedThaiChili)∨ ¬BakedSweet(driedThaiChili)","Cupcake(driedThaiChili) ∧ Product(driedThaiChili) ∧ From(driedThaiChili, bakedByMelissa)",Cupcake(driedThaiChilies) & ProductFromBakedByMelissa(driedThaiChilies),False,Uncertain
600,"Badults is a British Sitcom series starring members of Pappy's.
Badults was piloted in July 2013 on BBC Three.
The Working title ""The Secret Dude Society"" was used for Badults.
Andrew Collins was the script editor for Badults.","Andrew Collins was the script editor for a series with the working title ""The Secret Dude Society"".","∃x (BritishSitcom(badults) ∧ Series(badults) ∧ MemberOf(x, pappys) ∧ Starring(badults, x))
PilotedIn(badults, july2013) ∧ PilotedOn(badults, bBCThree)
WorkingTitle(theSecretDudeSociety, badults) ∧ UsedFor(theSecretDudeSociety, badults)
ScriptEditorFor(andrewCollins, badults)","∃x (ScriptEditorFor(andrewCollins, x) ∧ Series(x) ∧ WorkingTitle(theSecretDudeSociety, x))","exists x (IsScriptEditorFor(AndrewCollins, x) & IsBritishSitcomSeries(x) & HasWorkingTitle(x, TheSecretDudeSociety))",True,Uncertain
602,"Billings is a city in the state of Montana in U.S.
The state of Montana includes the cities of Butte, Helena, and Missoula.
White Sulphur Springs and Butte are cities in the same state in U.S.
The city of St Pierre is not in the state of Montana.
Any city in Butte is not in St Pierre.
A city can only be in one state in U.S.  except for Bristol, Texarkana, Texhoma and Union City.",Montana is home to the city of Missoula.,"City(billings) ∧ In(billings, montana)
City(butte) ∧ In(butte, montana) ∧ City(helena) ∧ In(helena, montana) ∧ City(missoula) ∧ In(missoula, montana)
∃x (City(whitesulphursprings) ∧ In(whitesulphursprings, x) ∧ City(butte) ∧ In(butte, x))
City(pierre) ∧ ¬(In(pierre, montana))
∀x ((City(x) ∧ City(butte) ∧ In(x, butte)) → ¬(In(x, pierre)))
∀x ∃y ((City(x) ∧ (In(x, y) ∧ ¬(x=bristol) ∧ ¬(x=texarkana) ∧ ¬(x=texhoma) ∧ ¬(x=unionCity)) → ¬∃z (¬(z=y) ∧ In(x, z)))","City(missoula) ∧ In(missoula, montana)","InState(Missoula, Montana)",True,Uncertain
603,"Books contain tons of knowledge.
When a person reads a book, that person gains knowledge. 
If a person gains knowledge, they become smarter.
Harry read the book “Walden” by Henry Thoreau.",Walden contains knowledge.,"∀x (Book(x) → Contains(x, knowledge))
∀x ∀y (ReadBook(x, y) → Gains(x, knowledge))
∀x (Gains(x, knowledge) → Smarter(x))
ReadBook(harry, walden) ∧ Book(walden)","Gains(harry, knowledge)",ContainsKnowledge(Walden),True,Uncertain
604,"Badults is a British Sitcom series starring members of Pappy's.
Badults was piloted in July 2013 on BBC Three.
The Working title ""The Secret Dude Society"" was used for Badults.
Andrew Collins was the script editor for Badults.",No members of Pappy's have starred in a show piloting on BBC Two or BBC Three.,"∃x (BritishSitcom(badults) ∧ Series(badults) ∧ MemberOf(x, pappys) ∧ Starring(badults, x))
PilotedIn(badults, july2013) ∧ PilotedOn(badults, bBCThree)
WorkingTitle(theSecretDudeSociety, badults) ∧ UsedFor(theSecretDudeSociety, badults)
ScriptEditorFor(andrewCollins, badults)","∀x ∀y (MemberOf(x, pappys) ∧ Starring(y, x) → ¬(PilotedOn(y, bBCTwo) ∨ PilotedOn(y, bBCThree)))","all x (MemberOf(x, Pappys) -> - (exists y (StarsIn(x, y) & (PilotedOnChannel(y, BBCTwo) | PilotedOnChannel(y, BBCThree)))))",False,Uncertain
611,"Books contain tons of knowledge.
When a person reads a book, that person gains knowledge. 
If a person gains knowledge, they become smarter.
Harry read the book “Walden” by Henry Thoreau.",Harry is smarter than before.,"∀x (Book(x) → Contains(x, knowledge))
∀x ∀y (ReadBook(x, y) → Gains(x, knowledge))
∀x (Gains(x, knowledge) → Smarter(x))
ReadBook(harry, walden) ∧ Book(walden)",Smarter(harry),BecomesSmarter(harry),True,Uncertain
612,"If a restaurant is listed in Yelp’s recommendations, then the restaurant has not received many negative reviews.
All restaurants with a rating greater than four are listed in Yelp’s recommendations.
Some restaurants that do not provide take-out service receive many negative reviews.
All restaurants that are popular among local residents have ratings greater than four.
The Hamden Plaza Subway store has a rating greater than four, or it is popular among local residents.",The Hamden Plaza Subway store provides take-out service or does not receive many negative reviews.,"∀x ∃y (ListedIn(x, yelpRecommendation) → NegativeReview(y) ∧ ¬Receive(x, y))
∀x ∀y (HaveRating(x, y) ∧ GreaterThan(y, 4) → ListedIn(x, yelpRecommendation))
∃x ∃y (¬Provide(x, takeOutService) → NegativeReview(y) ∧ Receive(x, y))
∀x ∀y (PopularAmong(x, localResidents) → HaveRating(x, y) ∧ GreaterThan(y, 4))
∀x (HaveRating(hamdenPlazaSubway, x) ∧ GreaterThan(x, 4) ⊕ PopularAmong(hamdenPlazaSubway, localResidents))","∃x (Provide(hamdenPlazaSubway, takeOutService) ∨ (NegativeReview(x) ∧ ¬Receive(hamdenPlazaSubway, x)))",ProvidesTakeOutService(hps) | -HasReceivedManyNegativeReviews(hps),True,Uncertain
621,"If something can transport multiple passengers, then they are not one-seaters.
All Tesla Model 3 can transport multiple passengers.
All single-seat electric cars are one-seaters.
All Solo EV cars are single-seat electric cars. 
If John's car is not a Tesla Model 3, then John's car is not a Tesla Model 3 or a single-seat electric car.",John's car is a Solo EV.,"∀x (∃y ∃z (Passenger(y) ∧ Passenger(z) ∧ Transport(x, y) ∧ Transport(x, y) ∧ ¬(y=z)) → ¬OneSeater(x))
∀x (TeslaModel3(x) → (∃y ∃z (Passenger(y) ∧ Passenger(z) ∧ Transport(x, y) ∧ Transport(x, y) ∧ ¬(y=z)))
∀x (SingleSeat(x) ∧ ElectricCar(x) → OneSeater(x))
∀x (SoloEV(x) ∧ Car(x) → SingleSeat(x) ∧ ElectricCar(x))
¬TeslaModel3(johnsCar) → ¬(TeslaModel3(johnsCar) ∨ (SingleSeat(x) ∧ ElectricCar(johnsCar)))",SoloEV(johnsCar) ∧ Car(johnsCar),SoloEVCar(johnsCar),False,Uncertain
622,"If something can transport multiple passengers, then they are not one-seaters.
All Tesla Model 3 can transport multiple passengers.
All single-seat electric cars are one-seaters.
All Solo EV cars are single-seat electric cars. 
If John's car is not a Tesla Model 3, then John's car is not a Tesla Model 3 or a single-seat electric car.",John's car is not a Solo EV.,"∀x (∃y ∃z (Passenger(y) ∧ Passenger(z) ∧ Transport(x, y) ∧ Transport(x, y) ∧ ¬(y=z)) → ¬OneSeater(x))
∀x (TeslaModel3(x) → (∃y ∃z (Passenger(y) ∧ Passenger(z) ∧ Transport(x, y) ∧ Transport(x, y) ∧ ¬(y=z)))
∀x (SingleSeat(x) ∧ ElectricCar(x) → OneSeater(x))
∀x (SoloEV(x) ∧ Car(x) → SingleSeat(x) ∧ ElectricCar(x))
¬TeslaModel3(johnsCar) → ¬(TeslaModel3(johnsCar) ∨ (SingleSeat(x) ∧ ElectricCar(johnsCar)))",¬(SoloEV(johnsCar) ∧ Car(johnsCar)),-SoloEVCar(jc),True,Uncertain
625,"Some mammals have teeth.
Platypuses have no teeth.
Platypuses are mammals. 
Humans have teeth.",Platypuses are mammals with no teeth.,"∃x ∃y (Mammal(x) ∧ Mammal(y) ∧ (¬(x=y)) ∧ Have(x, teeth) ∧ Have(y, teeth))
¬Have(platypus, teeth)
Mammal(platypus)
Have(humans, teeth)","Mammal(platypus) ∧ (¬Have(platypus, teeth))",all x (Platypus(x) -> (Mammal(x) & -HasTeeth(x))),True,Uncertain
