story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id
427,"If a person pays their taxes, then they contribute to the country. 
Everyone who works for a government department pays a tax on their salary. 
Everyone in the army is an employee of a government department.
Everyone convicted of murder goes to prison. 
Everyone who has been to prison has a criminal record.
James was either once convicted of murder, or spent time in prison.
James either has a criminal record, or pays his taxes. ","∀x (Taxpayer(x) → ContributeTo(x, country))
∀x (WorkFor(x, governmentAgency) → Taxpayer(x))
∀x (ServesIn(x, theArmy) → WorkFor(x, governmentAgency))
∀x (SentencedForMurder(x) → Imprisoned(x))
∀x (Imprisoned((x) → Has(x, criminalRecord))
SentencedForMurder(james) ⊕ Imprisoned(james) 
Has(james, criminalRecord) ⊕ Taxpayer(james)",James contributes to the country.,ContributeToCountry(james),Uncertain,1211
427,"If a person pays their taxes, then they contribute to the country. 
Everyone who works for a government department pays a tax on their salary. 
Everyone in the army is an employee of a government department.
Everyone convicted of murder goes to prison. 
Everyone who has been to prison has a criminal record.
James was either once convicted of murder, or spent time in prison.
James either has a criminal record, or pays his taxes. ","∀x (Taxpayer(x) → ContributeTo(x, country))
∀x (WorkFor(x, governmentAgency) → Taxpayer(x))
∀x (ServesIn(x, theArmy) → WorkFor(x, governmentAgency))
∀x (SentencedForMurder(x) → Imprisoned(x))
∀x (Imprisoned((x) → Has(x, criminalRecord))
SentencedForMurder(james) ⊕ Imprisoned(james) 
Has(james, criminalRecord) ⊕ Taxpayer(james)",James does not contribute to the country.,"¬ContributeTo(james, country)",Uncertain,1212
427,"If a person pays their taxes, then they contribute to the country. 
Everyone who works for a government department pays a tax on their salary. 
Everyone in the army is an employee of a government department.
Everyone convicted of murder goes to prison. 
Everyone who has been to prison has a criminal record.
James was either once convicted of murder, or spent time in prison.
James either has a criminal record, or pays his taxes. ","∀x (Taxpayer(x) → ContributeTo(x, country))
∀x (WorkFor(x, governmentAgency) → Taxpayer(x))
∀x (ServesIn(x, theArmy) → WorkFor(x, governmentAgency))
∀x (SentencedForMurder(x) → Imprisoned(x))
∀x (Imprisoned((x) → Has(x, criminalRecord))
SentencedForMurder(james) ⊕ Imprisoned(james) 
Has(james, criminalRecord) ⊕ Taxpayer(james)",James contributes to the country and he serves in the army.,"ContributeTo(james, country) ∧ ServesIn(james, army)",False,1213
427,"If a person pays their taxes, then they contribute to the country. 
Everyone who works for a government department pays a tax on their salary. 
Everyone in the army is an employee of a government department.
Everyone convicted of murder goes to prison. 
Everyone who has been to prison has a criminal record.
James was either once convicted of murder, or spent time in prison.
James either has a criminal record, or pays his taxes. ","∀x (Taxpayer(x) → ContributeTo(x, country))
∀x (WorkFor(x, governmentAgency) → Taxpayer(x))
∀x (ServesIn(x, theArmy) → WorkFor(x, governmentAgency))
∀x (SentencedForMurder(x) → Imprisoned(x))
∀x (Imprisoned((x) → Has(x, criminalRecord))
SentencedForMurder(james) ⊕ Imprisoned(james) 
Has(james, criminalRecord) ⊕ Taxpayer(james)",James does not contribute to the country and does not serve in the army.,"¬(ContributeTo(james, country) ∧ ServesIn(james, army))",True,1214
12,"The Croton River watershed is the drainage basin of the Croton River.
The Croton River is in southwestern New York.
Water from the Croton River watershed flows to the Bronx.
The Bronx is in New York.","DrainageBasinOf(crotonRiverWatershed, crotonRiver)
In(crotonRiver, southwesternNewYork)
∀x ((Water(x) ∧ In(x, crotonRiverWatershed)) → FlowsTo(x, bronx))
In(bronx, newYork)",Water from the Croton River watershed flows to somewhere in New York.,"∀x ((Water(x) ∧ From(x, crotonRiverWatershed)) → ∃y(FlowsTo(x, y) ∧ In(y, newYork)))",True,32
12,"The Croton River watershed is the drainage basin of the Croton River.
The Croton River is in southwestern New York.
Water from the Croton River watershed flows to the Bronx.
The Bronx is in New York.","DrainageBasinOf(crotonRiverWatershed, crotonRiver)
In(crotonRiver, southwesternNewYork)
∀x ((Water(x) ∧ In(x, crotonRiverWatershed)) → FlowsTo(x, bronx))
In(bronx, newYork)",The Croton River watershed is in the Bronx.,"In(crotonRiverWatershed, bronx)",Uncertain,33
12,"The Croton River watershed is the drainage basin of the Croton River.
The Croton River is in southwestern New York.
Water from the Croton River watershed flows to the Bronx.
The Bronx is in New York.","DrainageBasinOf(crotonRiverWatershed, crotonRiver)
In(crotonRiver, southwesternNewYork)
∀x ((Water(x) ∧ In(x, crotonRiverWatershed)) → FlowsTo(x, bronx))
In(bronx, newYork)",Water from the Croton River flows to the Bronx.,"∀x (Water(x) ∧ From(x, crotonRiver) → FlowsTo(x, bronx))",Uncertain,34
261,"All nuclear-powered submarines are warships.
No nuclear-powered submarines are commercial vessels.","∀x (NuclearPoweredSubmarine(x) → Warship(x))
∀x (NuclearPoweredSubmarine(x) → ¬CommercialVessel(x))",No warships are commercial vessels.,∀x (Warship(x) → ¬CommercialVessel(x)),Uncertain,705
67,"If an album is written by a rock band, then the genre of the album is rock.
If a band writes an album winning an award, then this band wins this award.
Trouble at the Henhouse is an album by The Tragically Hip.
The Tragically Hip is a Canadian rock band.
The song ""Butts Wigglin'"" is in Trouble at the Henhouse.
Trouble at the Henhouse won the Album of the Year award.
A song in Trouble at the Henhouse appeared in a film.","∀x ∀y ∀z (AlbumByBand(x, y) ∧ RockBand(y, z) → Genre(x, rock))
∀x ∀y ∀z (AlbumByBand(x, y) ∧ AlbumAward(x, z) → RockBandAward(y, z))
AlbumByBand(troubleattheHenhouse, theTragicallyHip)
RockBand(theTragicallyHip, canada)
SongInAlbum(buttsWigglin, troubleattheHenhouse)
AlbumAward(troubleattheHenhouse, theAlbumoftheYear)
∃x (SongInFilm(x) ∧ SongInAlbum(x, troubleattheHenhouse))",The genre of Trouble at the Henhouse is rock.,"Genre(troubleAtTheHenhouse, rock)",True,198
67,"If an album is written by a rock band, then the genre of the album is rock.
If a band writes an album winning an award, then this band wins this award.
Trouble at the Henhouse is an album by The Tragically Hip.
The Tragically Hip is a Canadian rock band.
The song ""Butts Wigglin'"" is in Trouble at the Henhouse.
Trouble at the Henhouse won the Album of the Year award.
A song in Trouble at the Henhouse appeared in a film.","∀x ∀y ∀z (AlbumByBand(x, y) ∧ RockBand(y, z) → Genre(x, rock))
∀x ∀y ∀z (AlbumByBand(x, y) ∧ AlbumAward(x, z) → RockBandAward(y, z))
AlbumByBand(troubleattheHenhouse, theTragicallyHip)
RockBand(theTragicallyHip, canada)
SongInAlbum(buttsWigglin, troubleattheHenhouse)
AlbumAward(troubleattheHenhouse, theAlbumoftheYear)
∃x (SongInFilm(x) ∧ SongInAlbum(x, troubleattheHenhouse))",No Canadian rock band has won the Album of the Year award.,"¬∃x(RockBand(x, canada) ∧ Award(x, theAlbumOfTheYear))",False,199
67,"If an album is written by a rock band, then the genre of the album is rock.
If a band writes an album winning an award, then this band wins this award.
Trouble at the Henhouse is an album by The Tragically Hip.
The Tragically Hip is a Canadian rock band.
The song ""Butts Wigglin'"" is in Trouble at the Henhouse.
Trouble at the Henhouse won the Album of the Year award.
A song in Trouble at the Henhouse appeared in a film.","∀x ∀y ∀z (AlbumByBand(x, y) ∧ RockBand(y, z) → Genre(x, rock))
∀x ∀y ∀z (AlbumByBand(x, y) ∧ AlbumAward(x, z) → RockBandAward(y, z))
AlbumByBand(troubleattheHenhouse, theTragicallyHip)
RockBand(theTragicallyHip, canada)
SongInAlbum(buttsWigglin, troubleattheHenhouse)
AlbumAward(troubleattheHenhouse, theAlbumoftheYear)
∃x (SongInFilm(x) ∧ SongInAlbum(x, troubleattheHenhouse))","""Butts Wigglin'"" appeared in a film.",SongInFilm(buttsWigglin),Uncertain,200
238,"Daniel is a software engineer, and he works at Palantir Technologies.
Daniel studied bioengineering during his undergraduate at Rice University.
Daniel’s older sister works at Meta as a technical sourcer. 
Daniel’s dad and older sister both graduated from Stanford University.
Daniel’s dad is a doctor practicing internal medicine at a veteran’s hospital in Minneapolis.","SoftwareEngineer(daniel) ∧ WorksAt(daniel, palantirTechnologies)
Studied(daniel, bioengineering) ∧ UndergraduateAt(daniel, riceUniversity)
WorksAtMeta(danielsOlderSister) ∧ TechnicalSourcer(danielsOlderSister)
 GraduatedFromStanfordUniversity(danielsOlderSister) ∧ GraduatedFromStanfordUniversity(danielsDad)
Doctor(danielsDad) ∧ Practicing(danielsDad, internalMedicine) ∧ PracticingAt(danielsDad, veteransHospital) ∧ In(veteransHospital, minneapolis)","Daniel once applied to Stanford University, but he couldn’t get in even though he has family members who are Stanford alumni.","AppliedTo(daniel, stanfordUniversity) ∧ ¬GotInto(daniel, stanfordUniversity) ∧ Alumni(danielsFamilyMembers, stanfordUniversity)",Uncertain,676
238,"Daniel is a software engineer, and he works at Palantir Technologies.
Daniel studied bioengineering during his undergraduate at Rice University.
Daniel’s older sister works at Meta as a technical sourcer. 
Daniel’s dad and older sister both graduated from Stanford University.
Daniel’s dad is a doctor practicing internal medicine at a veteran’s hospital in Minneapolis.","SoftwareEngineer(daniel) ∧ WorksAt(daniel, palantirTechnologies)
Studied(daniel, bioengineering) ∧ UndergraduateAt(daniel, riceUniversity)
WorksAtMeta(danielsOlderSister) ∧ TechnicalSourcer(danielsOlderSister)
 GraduatedFromStanfordUniversity(danielsOlderSister) ∧ GraduatedFromStanfordUniversity(danielsDad)
Doctor(danielsDad) ∧ Practicing(danielsDad, internalMedicine) ∧ PracticingAt(danielsDad, veteransHospital) ∧ In(veteransHospital, minneapolis)",Daniel studied bioengineering as an undergraduate at Rice University.,"Studied(daniel, bioengineering) ∧ UndergraduateAt(daniel, riceUniversity)",True,677
238,"Daniel is a software engineer, and he works at Palantir Technologies.
Daniel studied bioengineering during his undergraduate at Rice University.
Daniel’s older sister works at Meta as a technical sourcer. 
Daniel’s dad and older sister both graduated from Stanford University.
Daniel’s dad is a doctor practicing internal medicine at a veteran’s hospital in Minneapolis.","SoftwareEngineer(daniel) ∧ WorksAt(daniel, palantirTechnologies)
Studied(daniel, bioengineering) ∧ UndergraduateAt(daniel, riceUniversity)
WorksAtMeta(danielsOlderSister) ∧ TechnicalSourcer(danielsOlderSister)
 GraduatedFromStanfordUniversity(danielsOlderSister) ∧ GraduatedFromStanfordUniversity(danielsDad)
Doctor(danielsDad) ∧ Practicing(danielsDad, internalMedicine) ∧ PracticingAt(danielsDad, veteransHospital) ∧ In(veteransHospital, minneapolis)","Daniel and his sister grew up in Minneapolis, Minnesota.","GrewUpIn(daniel, minneapolis) ∧ GrewUpIn(danielsOlderSister, minneapolis)",Uncertain,678
108,"The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
All American Airlines planes are from the world's major large passenger aircraft manufacturers. 
Airbus made more revenue than Boeing last year.","∀x (WorldMajorLargePassengerAircraftManufacturer(x) → x=boeing ⊕ x=airbus)
∀x (AmericanAirlinesAircraft(x) → WorldMajorLargePassengerAircraftManufacturer(x))
MoreInRevenue(airbus, boeing)",An American Airlines plane is either a Boeing or Airbus plane.,∀x (AmericanAirlinesPlane(x) → x=boeing ⊕ x=airbus),True,326
108,"The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
All American Airlines planes are from the world's major large passenger aircraft manufacturers. 
Airbus made more revenue than Boeing last year.","∀x (WorldMajorLargePassengerAircraftManufacturer(x) → x=boeing ⊕ x=airbus)
∀x (AmericanAirlinesAircraft(x) → WorldMajorLargePassengerAircraftManufacturer(x))
MoreInRevenue(airbus, boeing)",There exists a SpaceX commercial aircraft.,∃x (CommercialAircraft(x) ∧ x=spaceX),Uncertain,327
108,"The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
All American Airlines planes are from the world's major large passenger aircraft manufacturers. 
Airbus made more revenue than Boeing last year.","∀x (WorldMajorLargePassengerAircraftManufacturer(x) → x=boeing ⊕ x=airbus)
∀x (AmericanAirlinesAircraft(x) → WorldMajorLargePassengerAircraftManufacturer(x))
MoreInRevenue(airbus, boeing)",There does not exist a United Airlines plane produced by Boeing.,∀x (UnitedAirlinesAircraft(x) → ¬(x=boeing)),Uncertain,328
108,"The world's only major large passenger aircraft manufacturers are Boeing and Airbus.
All American Airlines planes are from the world's major large passenger aircraft manufacturers. 
Airbus made more revenue than Boeing last year.","∀x (WorldMajorLargePassengerAircraftManufacturer(x) → x=boeing ⊕ x=airbus)
∀x (AmericanAirlinesAircraft(x) → WorldMajorLargePassengerAircraftManufacturer(x))
MoreInRevenue(airbus, boeing)",There is a commercial plane made by both Airbus and Boeing.,"∃x (WorldMajorLargePassengerAircraftManufacturer(x) ∧ ProducedBy(x, airbus) ∧ ProducedBy(x, boeing))",False,329
84,"Luzon is an island in the Philippines.
In December 1999, an earthquake struck Luzon.
People died in the December 1999 earthquake in Luzon.","Island(luzon) ∧ In(luzon, philippines)
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon))
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon) ∧ Deadly(x))",Leyte is an island in the Philippines.,"Island(leyte) ∧ In(leyte, philippines)",Uncertain,255
84,"Luzon is an island in the Philippines.
In December 1999, an earthquake struck Luzon.
People died in the December 1999 earthquake in Luzon.","Island(luzon) ∧ In(luzon, philippines)
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon))
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon) ∧ Deadly(x))",No one has ever died in an earthquake that struck the Philippines.,"∀x ∀y ((Earthquake(x) ∧ StrikeInCity(x, y) ∧ In(y, philippines)) → ¬Deadly(x))",False,256
84,"Luzon is an island in the Philippines.
In December 1999, an earthquake struck Luzon.
People died in the December 1999 earthquake in Luzon.","Island(luzon) ∧ In(luzon, philippines)
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon))
∃x (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, luzon) ∧ Deadly(x))","In 1999, there was at least one earthquake in the Philippines.","∃x ∃y (Earthquake(x) ∧ StrikeInYr(x, year1999) ∧ StrikeInMo(x, december) ∧ StrikeInCity(x, y) ∧ In(y, philippines))",True,257
362,"People who like financial risks invest in the public stock market regularly or enjoy gambling regularly.
If people invest in the public stock market regularly, then they read the Wall Street Journal and other newspapers regularly to keep updated on financial metrics.
All people who enjoy enjoy gambling regularly spend a lot of money at casinos or other betting games.
People who spend a lot of money at casinos and other betting games would enjoy visiting the Las Vegas Strip.
People who spend a lot of money at casinos and other betting games are at risk of gambling addiction.
Matt does not invest in the public stock market regularly. 
Matt likes financial risks.","∀x (Like(x, financialRisk) → InvestInRegularly(x, publicStockMarket) ∨ EnjoyRegularly(x, gambling))
∀x (InvestInRegularly(x, publicStockMarket) → ReadToKeepUpdatedOn(x, theWallStreetJournal, financialMetric) ∨ (∃y (¬(y=theWallStreetJournal) ∧ NewsPaper(y) ∧ ReadToKeepUpdatedOn(x, y, financialMetric))))
∀x (EnjoyRegularly(x, gambling) → SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y)))
∀x (SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y))) → EnjoyVisiting(x, theLasVegasStrip))
∀x (SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y)) → AtRiskOf(x, gamblingAddiction))
InvestInRegularly(matt, publicStockMarket)
Like(matt, financialRisk)",Matt reads the Wall Street Journal and other newspapers regularly to keep updated on financial metrics.,Newspapers(matt),Uncertain,961
362,"People who like financial risks invest in the public stock market regularly or enjoy gambling regularly.
If people invest in the public stock market regularly, then they read the Wall Street Journal and other newspapers regularly to keep updated on financial metrics.
All people who enjoy enjoy gambling regularly spend a lot of money at casinos or other betting games.
People who spend a lot of money at casinos and other betting games would enjoy visiting the Las Vegas Strip.
People who spend a lot of money at casinos and other betting games are at risk of gambling addiction.
Matt does not invest in the public stock market regularly. 
Matt likes financial risks.","∀x (Like(x, financialRisk) → InvestInRegularly(x, publicStockMarket) ∨ EnjoyRegularly(x, gambling))
∀x (InvestInRegularly(x, publicStockMarket) → ReadToKeepUpdatedOn(x, theWallStreetJournal, financialMetric) ∨ (∃y (¬(y=theWallStreetJournal) ∧ NewsPaper(y) ∧ ReadToKeepUpdatedOn(x, y, financialMetric))))
∀x (EnjoyRegularly(x, gambling) → SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y)))
∀x (SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y))) → EnjoyVisiting(x, theLasVegasStrip))
∀x (SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y)) → AtRiskOf(x, gamblingAddiction))
InvestInRegularly(matt, publicStockMarket)
Like(matt, financialRisk)","If Matt is either both a person who is at risk of a gambling addiction and invests in the public stock market regularly, or neither is at risk of a gambling addiction nor invests in the public stock market regularly, then Matt neither visits the Las Vegas Strip regularly nor reads the Wall Street Journal and other newspapers regularly to keep updated on the financial metrics.","AtRiskOf(matt, gamblingAddiction) ⊕ InvestInRegularly(matt, publicStockMarket) → ¬EnjoyVisiting(matt, theLasVegasStrip) ∧  ¬(ReadToKeepUpdatedOn(matt, theWallStreetJournal, financialMetric) ∨  (∃y (¬(y=theWallStreetJournal) ∧ NewsPaper(y) ∧ ReadToKeepUpdatedOn(matt, y, financialMetric))))",True,962
362,"People who like financial risks invest in the public stock market regularly or enjoy gambling regularly.
If people invest in the public stock market regularly, then they read the Wall Street Journal and other newspapers regularly to keep updated on financial metrics.
All people who enjoy enjoy gambling regularly spend a lot of money at casinos or other betting games.
People who spend a lot of money at casinos and other betting games would enjoy visiting the Las Vegas Strip.
People who spend a lot of money at casinos and other betting games are at risk of gambling addiction.
Matt does not invest in the public stock market regularly. 
Matt likes financial risks.","∀x (Like(x, financialRisk) → InvestInRegularly(x, publicStockMarket) ∨ EnjoyRegularly(x, gambling))
∀x (InvestInRegularly(x, publicStockMarket) → ReadToKeepUpdatedOn(x, theWallStreetJournal, financialMetric) ∨ (∃y (¬(y=theWallStreetJournal) ∧ NewsPaper(y) ∧ ReadToKeepUpdatedOn(x, y, financialMetric))))
∀x (EnjoyRegularly(x, gambling) → SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y)))
∀x (SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y))) → EnjoyVisiting(x, theLasVegasStrip))
∀x (SpendAt(x, alotOfMoney, casino) ∨ (∃y (¬(y=casino) ∧ BettingGame(y) ∧ SpendAt(x, aLotOfMoney, y)) → AtRiskOf(x, gamblingAddiction))
InvestInRegularly(matt, publicStockMarket)
Like(matt, financialRisk)",Matt is not at risk of a gambling addiction and Mike does not both read the Wall Street Journal and other newspapers regularly and visits the Las Vegas Strip regularly.,"¬AtRiskOf(matt, gamblingAddiction) ∧ ¬(ReadToKeepUpdatedOn(x, theWallStreetJournal, financialMetric) ∨ (∃y (¬(y=theWallStreetJournal) ∧ NewsPaper(y) ∧ ReadToKeepUpdatedOn(x, y, financialMetric))) ∧ EnjoyVisiting(matt, theLasVegasStrip))",False,963
241,"All students learning piano can strike the right notes. 
All students who can strike the right note can get the rhythms right. 
If a student can get the rhythms right, he will start working on coordination between the left and the right hands. 
Some students who start working on coordination between the left and the right hands become good at it, while other students find it challenging. 
If John can strike the right notes, get the rhythms right, and is good at coordination between right and left hands, then he puts emotions into his playing. 
John is a student learning piano. 
John does not find coordination between the left and the right hands challenging. ","∀x (Student(x) ∧ LearningPiano(x) → Can(x, strike, rightNote))
∀x (Student(x) ∧  Can(x, strike, rightNote) → Can(x, getTheRhythmRight))
∀x (Student(x) ∧ Can(x, getTheRhythmRight) → Start(x, workingOnCoordinationBetweenTheLeftAndRightHands))
∀x (Student(x) ∧ Start(x, workingOnCoordinationBetweenTheLeftAndRightHands) → Become(x, goodAtCoordination) ⊕ Find(x, coordinationChallenging))
(Can(john, getTheRhythmRight) ∧ Can(john, getTheRhythmRight)) ∧  Become(john, goodAtCoordination)  → PutEmotionInto(john, hisPlaying)
Student(john) ∧ LearningPiano(john)
¬Find(john, coordinationChallenging)",John can get the rhythms right.,"Can(john, getTheRhythmRight)",True,683
241,"All students learning piano can strike the right notes. 
All students who can strike the right note can get the rhythms right. 
If a student can get the rhythms right, he will start working on coordination between the left and the right hands. 
Some students who start working on coordination between the left and the right hands become good at it, while other students find it challenging. 
If John can strike the right notes, get the rhythms right, and is good at coordination between right and left hands, then he puts emotions into his playing. 
John is a student learning piano. 
John does not find coordination between the left and the right hands challenging. ","∀x (Student(x) ∧ LearningPiano(x) → Can(x, strike, rightNote))
∀x (Student(x) ∧  Can(x, strike, rightNote) → Can(x, getTheRhythmRight))
∀x (Student(x) ∧ Can(x, getTheRhythmRight) → Start(x, workingOnCoordinationBetweenTheLeftAndRightHands))
∀x (Student(x) ∧ Start(x, workingOnCoordinationBetweenTheLeftAndRightHands) → Become(x, goodAtCoordination) ⊕ Find(x, coordinationChallenging))
(Can(john, getTheRhythmRight) ∧ Can(john, getTheRhythmRight)) ∧  Become(john, goodAtCoordination)  → PutEmotionInto(john, hisPlaying)
Student(john) ∧ LearningPiano(john)
¬Find(john, coordinationChallenging)",John does not put emotions into his playing.,"PutEmotionInto(john, hisPlaying)",False,684
229,"Barbara Ann Marshall is a former swimmer and former world record-holder.
Barbara Ann Marshall participated in the 1972 Summer Olympics.
Barbara Ann Marshall's home country is the United States.
All people who competed in the 1972 Summer Olympics represented their home country.
Barbara Ann Marshall participated in the preliminary heat in the freestyle relay.
Barbara Ann Marshall did not participate in the event final of the 1972 Summer Olympics freestyle relay.
Only relay swimmers who participated in the final event at the 1972 Summer Olympics received medals.","FormerSwimmer(barbaraAnnMarshall) ∧ FormerWorldRecordHolder(barbaraAnnMarshall)
ParticipatedIn(barbaraAnnMarshall, 1972SummerOlympics)
HomeCountry(barbaraAnnMarshall, unitedStates)
∀x ∃y (ParticipatedIn(x, 1972SummerOlympics) ∧ HomeCountry(x, y) → Represented(x, y))
ParticipatedIn(barbaraAnnMarshall, preliminaryHeatFreestyleRelay)
¬ParticipatedIn(barbaraAnnMarshall, finalHeatFreestyleRelay)
∀x ((ParticipatedIn(x, 1972SummerOlympics) ∧ RelaySwimmer(x) ∧ ¬ParticipatedIn(x, finalHeatFreestyleRelay)) ↔ ¬Recieved(x, medal)))",Barbara Ann Marshall did not receive medals.,"¬Recieved(barbaraAnnMarshall, medal)",Uncertain,650
229,"Barbara Ann Marshall is a former swimmer and former world record-holder.
Barbara Ann Marshall participated in the 1972 Summer Olympics.
Barbara Ann Marshall's home country is the United States.
All people who competed in the 1972 Summer Olympics represented their home country.
Barbara Ann Marshall participated in the preliminary heat in the freestyle relay.
Barbara Ann Marshall did not participate in the event final of the 1972 Summer Olympics freestyle relay.
Only relay swimmers who participated in the final event at the 1972 Summer Olympics received medals.","FormerSwimmer(barbaraAnnMarshall) ∧ FormerWorldRecordHolder(barbaraAnnMarshall)
ParticipatedIn(barbaraAnnMarshall, 1972SummerOlympics)
HomeCountry(barbaraAnnMarshall, unitedStates)
∀x ∃y (ParticipatedIn(x, 1972SummerOlympics) ∧ HomeCountry(x, y) → Represented(x, y))
ParticipatedIn(barbaraAnnMarshall, preliminaryHeatFreestyleRelay)
¬ParticipatedIn(barbaraAnnMarshall, finalHeatFreestyleRelay)
∀x ((ParticipatedIn(x, 1972SummerOlympics) ∧ RelaySwimmer(x) ∧ ¬ParticipatedIn(x, finalHeatFreestyleRelay)) ↔ ¬Recieved(x, medal)))",Barbara Ann Marshall represented the United States in the 1972 Summer Olympics.,"Represented(barbaraAnnMarshall, unitedStates)",True,651
201,"A game is played with three stages: red stage, yellow stage, and green stage.
Each player begins at the red stage.
All players must reach the yellow stage before they can reach the green stage.
The yellow stage comes after the red stage.
All players must proceed one stage at a time.","∃x ∃y ∃y ∃w (Game(x) ∧ StageNumber(x,3) ∧ Stage(y) ∧ Stage(z) ∧ Stage(w) ∧ ¬(y=z) ∧ ¬(z=w) ∧ ¬(y=w) ∧ Red(y) ∧ Yellow(z) ∧ Green(w))
∀x (Player(x) → StartRed(x))
∀x (Player(x) ∧ ¬ReachYellow(x) → ¬ReachGreen(x))
∀x (Player(x) ∧ StartRed(x) → ReachYellow(x))
∀x (Player(x) ∧ StartRed(x) ∧ ¬ReachYellow(x) → ¬ReachGreen(x))",It is possible to move to the green stage without ever reaching the yellow stage.,∃x (Player(x) ∧ RedToGreen(x)),False,572
201,"A game is played with three stages: red stage, yellow stage, and green stage.
Each player begins at the red stage.
All players must reach the yellow stage before they can reach the green stage.
The yellow stage comes after the red stage.
All players must proceed one stage at a time.","∃x ∃y ∃y ∃w (Game(x) ∧ StageNumber(x,3) ∧ Stage(y) ∧ Stage(z) ∧ Stage(w) ∧ ¬(y=z) ∧ ¬(z=w) ∧ ¬(y=w) ∧ Red(y) ∧ Yellow(z) ∧ Green(w))
∀x (Player(x) → StartRed(x))
∀x (Player(x) ∧ ¬ReachYellow(x) → ¬ReachGreen(x))
∀x (Player(x) ∧ StartRed(x) → ReachYellow(x))
∀x (Player(x) ∧ StartRed(x) ∧ ¬ReachYellow(x) → ¬ReachGreen(x))",It is possible to reach the yellow stage without ever reaching the green stage.,∃x (Player(x) ∧ RedToYellow(x)),True,573
201,"A game is played with three stages: red stage, yellow stage, and green stage.
Each player begins at the red stage.
All players must reach the yellow stage before they can reach the green stage.
The yellow stage comes after the red stage.
All players must proceed one stage at a time.","∃x ∃y ∃y ∃w (Game(x) ∧ StageNumber(x,3) ∧ Stage(y) ∧ Stage(z) ∧ Stage(w) ∧ ¬(y=z) ∧ ¬(z=w) ∧ ¬(y=w) ∧ Red(y) ∧ Yellow(z) ∧ Green(w))
∀x (Player(x) → StartRed(x))
∀x (Player(x) ∧ ¬ReachYellow(x) → ¬ReachGreen(x))
∀x (Player(x) ∧ StartRed(x) → ReachYellow(x))
∀x (Player(x) ∧ StartRed(x) ∧ ¬ReachYellow(x) → ¬ReachGreen(x))",It is possible to complete the game without ever reaching the green stage.,∃x (Player(x) ∧ CompleteGame(x)),Uncertain,574
399,"In Love City, everyone considers physical touch or words of affirmation to be their most important love language.
If someone in Love City considers physical touch as their most important love language, then they are good with pets.
If someone in Love City is good with pets, then they are not scared of animals.
In Love City, everyone is scared of animals, or loves animals, or both.
Adam, who is in Love City, either values physical touch as his most important love language or loves animals.","∀x (In(x, loveCity) → (ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∨ ConsidersMostImportantLoveLanguage(x, wordOfAffirmation))
∀x ((ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∧ In(x, loveCity) → GoodWith(x, pet))
∀x ((GoodWith(x, pet) ∧ In(x, loveCity)) → ¬ScaredOf(x, animal))
∀x (In(x, loveCity) → (ScaredOf(x, animal) ∨ Loves(x, animal)))
(ConsidersMostImportantLoveLanguage(adam, physicalTouch) ⊕ Loves(adam, animal)) ∧ In(adam, loveCity)",Adam is scared of animals.,"ScaredOf(adam, animal)",Uncertain,1090
